"wcvp_name","gbif_name"
"Rubus cooperi","Rubus cooperi D.G.Long"
"Rubus copelandii","Rubus copelandii Merr."
"Rubus corbierei","Rubus corbierei Boulay"
"Rubus corchorifolius","Rubus corchorifolius L.fil."
"Hedyotis yangchunensis","Hedyotis yangchunensis W.C.Ko & Zhang"
"Anguloa hohenlohii","Anguloa hohenlohii C.Morren"
"Rubus cordatifolius","Rubus cordatifolius (W.M.Rogers ex Ridd.) D.E.Allen"
"Rubus cordifolius","Rubus cordifolius J.Presl & C.Presl"
"Rubus cordiformis","Rubus cordiformis H.E.Weber & Martensen"
"Rubus coreanus","Rubus coreanus Miq."
"Rubus coreanus var. tomentosus","Rubus coreanus var. tomentosus Cardot"
"Rubus coriaceus","Rubus coriaceus Poir."
"Hedyscepe","Hedyscepe H.Wendl. & Drude"
"Rubus coriifolius","Rubus coriifolius Liebm."
"Rubus coriifrons","Rubus coriifrons (Sabr.) Hayek"
"Rubus cornubiensis","Rubus cornubiensis (W.M.Rogers & Ridd.) Rilstone"
"Hedyscepe canterburyana","Hedyscepe canterburyana (C.Moore & F.Muell.) H.Wendl. & Drude"
"Rubus coronatus","Rubus coronatus LefŠvre"
"Rubus correctispinosus","Rubus correctispinosus H.E.Weber"
"Rubus corylifolius","Rubus corylifolius Besser"
"Hedythyrsus","Hedythyrsus Bremek."
"Hedythyrsus spermacocinus","Hedythyrsus spermacocinus (K.Schum.) Bremek."
"Hedythyrsus thamnoideus","Hedythyrsus thamnoideus (K.Schum.) Bremek."
"Heinsenia","Heinsenia K.Schum."
"Anguloa hohenlohii var. hohenlohii","Anguloa hohenlohii var. hohenlohii"
"Heinsenia diervilleoides","Heinsenia diervilleoides K.Schum."
"Heinsenia diervilleoides subsp. diervilleoides","Heinsenia diervilleoides subsp. diervilleoides"
"Heinsenia diervilleoides subsp. mufindiensis","Heinsenia diervilleoides subsp. mufindiensis (Verdc.) Verdc."
"Heinsia","Heinsia DC."
"Heinsia bussei","Heinsia bussei Verdc."
"Rubus corylinus","Rubus corylinus P.J.Müll."
"Rubus costaricanus","Rubus costaricanus Liebm."
"Anguloa hohenlohii var. macroglossa","Anguloa hohenlohii var. macroglossa (Schltr.) Oakeley"
"Heinsia crinita","Heinsia crinita (Wennberg) G.Taylor"
"Heinsia crinita subsp. crinita","Heinsia crinita subsp. crinita"
"Rubus costifolius","Rubus costifolius Foerster"
"Rubus cotteswoldensis","Rubus cotteswoldensis W.C.Barton & Ridd."
"Rubus couchii","Rubus couchii Rilstone ex D.E.Allen"
"Rubus crassidens","Rubus crassidens H.E.Weber"
"Heinsia crinita subsp. parviflora","Heinsia crinita subsp. parviflora (K.Schum. & K.Krause) Verdc."
"Rubus crassus","Rubus crassus Holuby"
"Rubus crataegifolius","Rubus crataegifolius Bunge"
"Rubus crepinii","Rubus crepinii Sudre"
"Rubus crespignyanus","Rubus crespignyanus W.C.R.Watson"
"Rubus crimaeus","Rubus crimaeus Juz."
"Rubus criniger","Rubus criniger (E.F.Linton) W.M.Rogers"
"Rubus crispomarginatus","Rubus crispomarginatus Holub"
"Rubus crispus","Rubus crispus Lefèvre & P.J.Müll."
"Rubus croceacanthus","Rubus croceacanthus H.Lév."
"Rubus crucimontis","Rubus crucimontis Hayek"
"Rubus crudelis","Rubus crudelis W.C.R.Watson"
"Rubus cruentatus","Rubus cruentatus P.J.Müll. ex Focke"
"Rubus ctenodon","Rubus ctenodon (Sabr.) Fritsch"
"Rubus cubirianus","Rubus cubirianus (H.E.Weber) G.H.Loos"
"Heinsia myrmoecia","Heinsia myrmoecia (K.Schum.) N.Hallé"
"Rubus cuiedensis","Rubus cuiedensis Nyár."
"Rubus cumbrensis","Rubus cumbrensis A.Newton"
"Rubus cumingii","Rubus cumingii Kuntze"
"Rubus cunctator","Rubus cunctator Sabr."
"Rubus cuneifolius","Rubus cuneifolius Weihe ex Rchb."
"Rubus cupanianus","Rubus cupanianus Guss."
"Rubus curvaciculatus","Rubus curvaciculatus Walsemann ex H.E.Weber"
"Rubus curvidens","Rubus curvidens Ley"
"Rubus curvispinosus","Rubus curvispinosus Edees & A.Newton"
"Rubus cuspidatus","Rubus cuspidatus Genev."
"Rubus cuspidifer","Rubus cuspidifer Boulay"
"Heinsia zanzibarica","Heinsia zanzibarica (Bojer) Verdc."
"Hekistocarpa","Hekistocarpa Hook.f."
"Rubus cyclomorphus","Rubus cyclomorphus H.E.Weber"
"Hekistocarpa minutiflora","Hekistocarpa minutiflora Hook.f."
"Rubus cyclops","Rubus cyclops Mon.-Huelin"
"Rubus cymosus","Rubus cymosus Rydb."
"Rubus cyri","Rubus cyri Juz."
"Rubus czarnunensis","Rubus czarnunensis (Sprib.) Sprib."
"Rubus daltrii","Rubus daltrii Edees & Rilstone"
"Rubus darssensis","Rubus darssensis Henker & Kiesew."
"Rubus dasycarpus","Rubus dasycarpus (Sabr.) Fritsch"
"Rubus dasyclados","Rubus dasyclados A.Kern."
"Rubus dasycoccus","Rubus dasycoccus W.C.R.Watson"
"Rubus dasyphyllus","Rubus dasyphyllus (W.M.Rogers) E.S.Marshall"
"Rubus daveyi","Rubus daveyi Rilstone"
"Rubus dechenii","Rubus dechenii Wirtg. ex Focke"
"Helicodiceros","Helicodiceros Schott"
"Rubus decumbens","Rubus decumbens Thunb."
"Rubus decurrentispinus","Rubus decurrentispinus H.E.Weber"
"Rubus decurtatus","Rubus decurtatus P.J.Müll."
"Helicodiceros muscivorus","Helicodiceros muscivorus (L.f.) Engl."
"Rubus dejonghii","Rubus dejonghii A.Beek"
"Rubus delabathiensis","Rubus delabathiensis Gust."
"Rubus delavayi","Rubus delavayi Franch."
"Rubus delectus","Rubus delectus P.J.Müll. ex Nyman"
"Rubus deliciosus","Rubus deliciosus Torr."
"Rubus deliciosus var. neomexicanus","Rubus deliciosus var. neomexicanus (A.Gray) Kearney"
"Rubus dentatifolius","Rubus dentatifolius (Briggs) W.C.R.Watson"
"Rubus derasifolius","Rubus derasifolius Sudre"
"Rubus deruyveri","Rubus deruyveri Vannerom & E.Jacques"
"Rubus desarmatus","Rubus desarmatus A.Beek"
"Rubus dethardingii","Rubus dethardingii E.H.L.Krause"
"Rubus devitatus","Rubus devitatus Matzk."
"Rubus deweveri","Rubus deweveri A.Beek"
"Rubus diclinis","Rubus diclinis F.Muell."
"Rubus dierschkeanus","Rubus dierschkeanus H.E.Weber"
"Rubus diminutus","Rubus diminutus Gáyer"
"Rubus discernendus","Rubus discernendus (Sudre) Sudre"
"Rubus dissimulans","Rubus dissimulans Lindeb."
"Rubus distortifolius","Rubus distortifolius Matzk."
"Rubus distractiformis","Rubus distractiformis Newton"
"Rubus distractus","Rubus distractus Boulay"
"Rubus divaricatus","Rubus divaricatus Holuby"
"Rubus divergens","Rubus divergens Neuman"
"Rubus diversiarmatus","Rubus diversiarmatus W.C.R.Watson"
"Rubus diversus","Rubus diversus W.C.R.Watson"
"Rubus × dobuniensis","Rubus dobuniensis Sudre & Ley"
"Rubus doerrii","Rubus doerrii H.E.Weber"
"Rubus doftanensis","Rubus doftanensis Nyár."
"Rubus dolichocarpus","Rubus dolichocarpus Juz."
"Rubus dolichophyllus","Rubus dolichophyllus Hand.-Mazz."
"Rubus dolichophyllus var. pubescens","Rubus dolichophyllus var. pubescens T.T.Yu & L.T.Lu"
"Rubus dollnensis","Rubus dollnensis Sprib."
"Rubus domingensis","Rubus domingensis Focke"
"Rubus doyonensis","Rubus doyonensis Hand.-Mazz."
"Rubus drautensis","Rubus drautensis Nyár."
"Rubus drejeri","Rubus drejeri Jensen ex Lange"
"Rubus drenthicus","Rubus drenthicus A.Beek & K.Meijer"
"Rubus drymophilus","Rubus drymophilus P.J.Müll. & Lefèvre"
"Rubus dumetorum","Rubus dumetorum Hegetschw."
"Rubus dumnoniensis","Rubus dumnoniensis Bab."
"Rubus dunensis","Rubus dunensis W.M.Rogers"
"Rubus dunnii","Rubus dunnii F.P.Metcalf"
"Rubus dunnii var. glabrescens","Rubus dunnii var. glabrescens T.T.Yu & L.T.Lu"
"Rubus durescens","Rubus durescens W.R.Linton"
"Rubus durotrigum","Rubus durotrigum R.P.Murray"
"Rubus durus","Rubus durus C.Wright"
"Rubus eboracensis","Rubus eboracensis W.C.R.Watson"
"Rubus ebudensis","Rubus ebudensis A.Newton"
"Rubus echinatoides","Rubus echinatoides (W.M.Rogers) Dallman"
"Rubus echinatus","Rubus echinatus Lindl."
"Rubus echinosepalus","Rubus echinosepalus H.E.Weber"
"Rubus ecklonii","Rubus ecklonii Focke"
"Rubus edeesii","Rubus edeesii H.E.Weber & A.L.Bull."
"Rubus eduardii","Rubus eduardii Borbás"
"Rubus efferatus","Rubus efferatus Craib"
"Rubus effertus","Rubus effertus L.H.Bailey"
"Rubus effrenatus","Rubus effrenatus Newton"
"Rubus eggersii","Rubus eggersii (Focke) Rydb."
"Rubus eglandulosus","Rubus eglandulosus Lefèvre & P.J.Müll."
"Rubus egregius","Rubus egregius Focke"
"Rubus egregiusculus","Rubus egregiusculus (Frid. & Gelert) E.H.L.Krause"
"Rubus ehrnsbergeri","Rubus ehrnsbergeri H.E.Weber"
"Rubus eiderianus","Rubus eiderianus (Frid.) H.E.Weber"
"Rubus eifeliensis","Rubus eifeliensis Wirtg."
"Rubus elatior","Rubus elatior Focke"
"Rubus elegans","Rubus elegans P.J.Müll."
"Rubus elegantispinosus","Rubus elegantispinosus (Schumach.) H.E.Weber"
"Rubus ellipticus","Rubus ellipticus Sm."
"Rubus ellipticus var. obcordatus","Rubus ellipticus var. obcordatus (Franch.) Focke"
"Rubus elongatus","Rubus elongatus Sm."
"Rubus eluxatus","Rubus eluxatus Neuman"
"Rubus enslenii","Rubus enslenii Tratt."
"Rubus epipsilos","Rubus epipsilos Freyn"
"Anguloa × rolfei","Anguloa ×rolfei Sander"
"Rubus erinulus","Rubus erinulus A.Beek"
"Rubus eriocarpus","Rubus eriocarpus Liebm."
"Rubus eriostachys","Rubus eriostachys P.J.Müll. & Lefèvre"
"Rubus erlangeri","Rubus erlangeri Engl."
"Rubus errabundus","Rubus errabundus W.C.R.Watson"
"Rubus erubescens","Rubus erubescens Wirtg."
"Rubus erythrocarpus","Rubus erythrocarpus T.T.Yu & L.T.Lu"
"Rubus erythrocarpus var. weixiensis","Rubus erythrocarpus var. weixiensis T.T.Yu & L.T.Lu"
"Rubus erythroclados","Rubus erythroclados Mart."
"Rubus erythrocomus","Rubus erythrocomus G.Braun"
"Rubus erythrops","Rubus erythrops Edees & A.Newton"
"Rubus erythrostachys","Rubus erythrostachys (Sabr.) Halácsy"
"Rubus × esfandiarii","Rubus ×esfandiarii Gilli"
"Rubus euanthinus","Rubus euanthinus W.C.R.Watson"
"Rubus eucalyptus","Rubus eucalyptus Focke"
"Rubus eucalyptus var. etomentosus","Rubus eucalyptus var. etomentosus T.T.Yu & L.T.Lu"
"Rubus eucalyptus var. trullisatus","Rubus eucalyptus var. trullisatus (Focke) T.T.Yu & L.T.Lu"
"Rubus eucalyptus var. yunnanensis","Rubus eucalyptus var. yunnanensis T.T.Yu & L.T.Lu"
"Rubus euchloos","Rubus euchloos Focke"
"Anguloa × ruckeri","Anguloa ruckeri Lecoy."
"Rubus eumorphus","Rubus ×eumorphus Kupcsok & Sabr."
"Rubus euryanthemus","Rubus euryanthemus W.C.R.Watson"
"Rubus eustephanos","Rubus eustephanos Focke ex Diels"
"Rubus eustephanos var. glanduliger","Rubus eustephanos var. glanduliger T.T.Yu & L.T.Lu"
"Rubus evadens","Rubus evadens Focke"
"Rubus evagatus","Rubus evagatus Sudre"
"Rubus exarmatus","Rubus exarmatus H.E.Weber & W.Jansen"
"Rubus exornatus","Rubus exornatus Nyár."
"Rubus exstans","Rubus exstans Walsemann & Stohr"
"Rubus exsul","Rubus exsul Focke"
"Rubus faberi","Rubus faberi Focke"
"Rubus fabrimontanus","Rubus fabrimontanus (Sprib.) Sprib."
"Rubus fagetanus","Rubus fagetanus Nyár."
"Rubus fagifolius","Rubus fagifolius Cham. & Schltdl."
"Rubus fairholmianus","Rubus fairholmianus Gardner"
"Rubus fanjingshanensis","Rubus fanjingshanensis L.T.Lu"
"Rubus fasciculatiformis","Rubus fasciculatiformis H.E.Weber"
"Rubus fasciculatus","Rubus fasciculatus Duthie"
"Rubus feddei","Rubus feddei H.Lév. & Vaniot"
"Rubus fellatae","Rubus fellatae A.Chev."
"Rubus ferdinandimuelleri","Rubus ferdinandimuelleri Focke"
"Rubus × ferocissimus","Rubus ×ferocissimus Sudre"
"Rubus ferrugineus","Rubus ferrugineus Wikstr."
"Rubus ferus","Rubus ferus Focke"
"Rubus festii","Rubus festii H.E.Weber"
"Rubus festivus","Rubus festivus P.J.Müll. & Wirtg."
"Rubus fictus","Rubus fictus Sudre"
"Rubus fimbrifolius","Rubus fimbrifolius P.J.Müll. & Wirtg."
"Rubus finitimus","Rubus ×finitimus Kupcsok"
"Rubus fioniae","Rubus fioniae Frid."
"Rubus firmus","Rubus ×firmus Kupcsok"
"Rubus fissipetalus","Rubus fissipetalus P.J.Müll."
"Rubus fissus","Rubus fissus Lindl."
"Rubus flaccidifolius","Rubus flaccidifolius P.J.Müll."
"Rubus flaccidus","Rubus flaccidus P.J.Müll."
"Rubus flagellaris","Rubus flagellaris Schrank"
"Rubus flagelliflorus","Rubus flagelliflorus Focke"
"Rubus flavescens","Rubus flavescens Kupcsok"
"Rubus × flavinanus","Rubus ×flavinanus Blanch."
"Rubus floribundus","Rubus floribundus Kunth"
"Rubus floribundus var. nimbatus","Rubus floribundus var. nimbatus J.F.Macbr."
"Rubus × floricomus","Rubus ×floricomus Blanch."
"Rubus florifolius","Rubus florifolius L.H.Bailey"
"Rubus florulentus","Rubus florulentus Braeucker"
"Rubus flosculosus","Rubus flosculosus Focke"
"Rubus flosculosus var. etomentosus","Rubus flosculosus var. etomentosus T.T.Yu & L.T.Lu"
"Rubus fockeanus","Rubus fockeanus Kurz"
"Rubus foersteri","Rubus foersteri Matzk."
"Rubus foliaceistipulatus","Rubus foliaceistipulatus T.T.Yu & L.T.Lu"
"Rubus foliosus","Rubus foliosus Hegetschw."
"Helleriella","Helleriella A.D.Hawkes"
"Helleriella guerrerensis","Helleriella guerrerensis Dressler & Hágsater"
"Helleriella nicaraguensis","Helleriella nicaraguensis A.D.Hawkes"
"Rubus fontivagus","Rubus fontivagus (Sudre) Prain"
"Rubus formidabilis","Rubus formidabilis Lefèvre & P.J.Müll."
"Rubus formosensis","Rubus formosensis Kuntze"
"Rubus forrestianus","Rubus forrestianus Hand.-Mazz."
"Rubus fragariiflorus","Rubus fragariiflorus P.J.Müll."
"Rubus franchetianus","Rubus franchetianus H.Lév."
"Rubus franconicus","Rubus franconicus H.E.Weber"
"Rubus × fraseri","Rubus ×fraseri Rehder"
"Rubus fraxinifoliolus","Rubus fraxinifoliolus Hayata"
"Rubus fraxinifolius","Rubus fraxinifolius Poir."
"Rubus frederici","Rubus frederici A.Beek"
"Rubus friesianus","Rubus friesianus H.Hyl."
"Helonoma","Helonoma Garay"
"Rubus friesiorum","Rubus friesiorum Gust."
"Rubus friesiorum subsp. elgonensis","Rubus friesiorum subsp. elgonensis (Gust.) R.A.Graham"
"Rubus frisicus","Rubus frisicus (Frid. ex Focke) Focke"
"Rubus fritschii","Rubus fritschii Sabr."
"Helonoma americana","Helonoma americana (C.Schweinf. & Garay) Garay"
"Anguloa tognettiae","Anguloa tognettiae Oakeley"
"Helonoma bifida","Helonoma bifida (Ridl.) Garay"
"Rubus fruticosus","Rubus fruticosus Hegetschw."
"Helwingia","Helwingia Willd."
"Helwingia chinensis","Helwingia chinensis Batalin"
"Helwingia chinensis var. chinensis","Helwingia chinensis var. chinensis"
"Helwingia chinensis var. crenata","Helwingia chinensis var. crenata (Lingelsh. ex Limpr.) W.P.Fang"
"Rubus fuckelii","Rubus fuckelii Wirtg."
"Rubus fuernrohrii","Rubus fuernrohrii H.E.Weber"
"Rubus fujianensis","Rubus fujianensis T.T.Yu & L.T.Lu"
"Rubus furnarius","Rubus furnarius W.P.C.Barton & Ridd."
"Rubus furvicolor","Rubus furvicolor Focke"
"Rubus furvus","Rubus furvus Sudre"
"Rubus fuscicaulis","Rubus fuscicaulis Edees"
"Rubus fuscicortex","Rubus fuscicortex Sudre"
"Helwingia himalaica","Helwingia himalaica Hook.fil. & Thomson ex C.B.Clarke"
"Rubus fuscoater","Rubus fuscoater Wirtg."
"Anguloa uniflora","Anguloa uniflora Ruiz & Pav."
"Rubus fuscorubens","Rubus fuscorubens Focke"
"Rubus fuscoviridis","Rubus fuscoviridis Rilstone"
"Rubus fuscus","Rubus fuscus Frid."
"Rubus gachetensis","Rubus gachetensis A.Berger"
"Rubus galeatus","Rubus galeatus H.E.Weber"
"Rubus galloecicus","Rubus galloecicus Pau"
"Rubus gallofuscus","Rubus gallofuscus A.Newton & M.Porter"
"Rubus gardnerianus","Rubus gardnerianus Focke"
"Rubus gariannensis","Rubus gariannensis A.L.Bull."
"Rubus garrulimontis","Rubus garrulimontis Hormuz."
"Helwingia japonica","Helwingia japonica (Thunb.) F.Dietr."
"Rubus gelertii","Rubus gelertii Frid."
"Rubus geminatus","Rubus geminatus H.E.Weber"
"Rubus genevieri","Rubus genevieri Boreau"
"Anguloa virginalis","Anguloa virginalis Linden ex B.S.Williams"
"Rubus geniculatus","Rubus geniculatus Focke"
"Rubus geoides","Rubus geoides Sm."
"Rubus georgicus","Rubus georgicus Focke"
"Rubus gerezianus","Rubus gerezianus Samp."
"Helwingia japonica var. hypoleuca","Helwingia japonica var. hypoleuca Hemsl. ex Rehder"
"Rubus germanicus","Rubus germanicus Focke ex Thomé"
"Rubus geromensis","Rubus geromensis P.J.Müll."
"Rubus ghanakantae","Rubus ghanakantae R.S.Rolla & Joseph"
"Helwingia japonica subsp. japonica","Helwingia japonica subsp. japonica"
"Rubus gillotii","Rubus gillotii Boulay"
"Rubus gizellae","Rubus gizellae Borbás"
"Helwingia japonica subsp. liukiuensis","Helwingia japonica var. liukiuensis (Hatus.) Murata"
"Rubus glabratus","Rubus glabratus Kunth"
"Rubus glabricarpus","Rubus glabricarpus W.C.Cheng"
"Rubus glabricarpus var. glabratus","Rubus glabricarpus var. glabratus C.Z.Zheng & Y.Y.Fang"
"Rubus glandisepalus","Rubus glandisepalus H.E.Weber"
"Rubus glandithyrsos","Rubus glandithyrsos G.Braun"
"Rubus glandulifer","Rubus glandulifer N.P.Balakr."
"Rubus glanduliger","Rubus glanduliger W.C.R.Watson"
"Helwingia japonica var. papillosa","Helwingia japonica var. papillosa W.P.Fang & Soong"
"Rubus glandulosocalycinus","Rubus glandulosocalycinus Hayata"
"Rubus glandulosocarpus","Rubus glandulosocarpus M.X.Nie"
"Anguloa virginalis var. turneri","Anguloa virginalis var. turneri (B.S.Williams) Oakeley"
"Helwingia omeiensis","Helwingia omeiensis (W.P.Fang) H.Hara & S.Kuros."
"Rubus glareosus","Rubus glareosus W.M.Rogers"
"Rubus glaucellus","Rubus glaucellus Sudre"
"Helwingia omeiensis var. oblonga","Helwingia omeiensis var. oblonga W.P.Fang & Soong"
"Helwingia omeiensis var. omeiensis","Helwingia omeiensis (W.P.Fang) H.Hara & S.Kuros."
"Rubus glaucifolius","Rubus glaucifolius Kellogg"
"Rubus glauciformis","Rubus glauciformis (Gust.) Holmgr."
"Rubus glaucovirens","Rubus glaucovirens G.Maass"
"Rubus glaucus","Rubus glaucus Benth."
"Rubus glivicensis","Rubus glivicensis (Sudre) Sprib."
"Rubus glomeratus","Rubus glomeratus Blume"
"Rubus gloriosus","Rubus gloriosus A.Beek"
"Rubus glossoides","Rubus glossoides H.E.Weber & Stohr"
"Rubus glottocalyx","Rubus glottocalyx Beck"
"Rubus gneissogenes","Rubus gneissogenes Sudre"
"Rubus godronii","Rubus godronii (Degen) C.K.Schneid."
"Rubus gongshanensis","Rubus gongshanensis T.T.Yu & L.T.Lu"
"Rubus gongshanensis var. eglandulosus","Rubus gongshanensis var. eglandulosus Y.Gu & W.L.Li"
"Rubus gongshanensis var. qiujiangensis","Rubus gongshanensis var. qiujiangensis T.T.Yu & L.T.Lu"
"Rubus goniophorus","Rubus goniophorus H.E.Weber"
"Rubus gothicus","Rubus gothicus Frid. & Gelert ex E.H.L.Krause"
"Hemiandra","Hemiandra R.Br."
"Rubus grabowskii","Rubus grabowskii Bab."
"Rubus gracilis","Rubus gracilis J.Presl & C.Presl"
"Rubus graecensis","Rubus graecensis Maurer"
"Hemiandra coccinea","Hemiandra coccinea O.H.Sarg."
"Rubus grandiflorus","Rubus grandiflorus P.J.Müll."
"Rubus grandifrons","Rubus grandifrons (Borbás) Hormuz."
"Rubus grandipaniculatus","Rubus grandipaniculatus T.T.Yu & L.T.Lu"
"Rubus graniticola","Rubus graniticola Halácsy ex Topitz"
"Hemiandra gardneri","Hemiandra gardneri O.H.Sarg."
"Rubus × grantii","Rubus ×grantii Gilli"
"Rubus granulatus","Rubus granulatus Lefèvre & P.J.Müll."
"Hemiandra incana","Hemiandra incana Bartl."
"Rubus gratiosus","Rubus gratiosus P.J.Müll. & Lefèvre"
"Rubus gratus","Rubus gratus Focke"
"Hemiandra leiantha","Hemiandra leiantha Benth."
"Rubus gravetii","Rubus gravetii (Boulay) T.Durand & B.D.Jacks."
"Rubus grayanus","Rubus grayanus Maxim."
"Rubus grayanus var. trilobatus","Rubus grayanus var. trilobatus T.T.Yu & L.T.Lu"
"Rubus gremblichii","Rubus gremblichii Halácsy"
"Rubus gremlii","Rubus gremlii Focke"
"Ania","Ania Lindl."
"Hemiandra pungens","Hemiandra pungens R.Br."
"Rubus gressittii","Rubus gressittii F.P.Metcalf"
"Rubus griesiae","Rubus griesiae H.E.Weber"
"Rubus griffithianus","Rubus griffithianus W.M.Rogers"
"Hemiandra rubriflora","Hemiandra rubriflora O.H.Sarg."
"Rubus griffithii","Rubus griffithii Hook.fil."
"Rubus grisebachii","Rubus grisebachii Focke"
"Rubus griseus","Rubus griseus L.H.Bailey"
"Rubus grossbaueri","Rubus grossbaueri Beck"
"Rubus grypoacanthus","Rubus grypoacanthus Lefèvre & P.J.Müll."
"Rubus guentheri","Rubus guentheri A.Bloxam"
"Hemiandra rutilans","Hemiandra rutilans O.H.Sarg."
"Rubus guestphalicus","Rubus guestphalicus Progel"
"Rubus gunnianus","Rubus gunnianus Hook."
"Rubus guttifer","Rubus guttifer Trávn. & Holub"
"Rubus guyanensis","Rubus guyanensis Focke"
"Rubus gyamdaensis","Rubus gyamdaensis L.T.Lu & Boufford"
"Rubus gyamdaensis var. glabriusculus","Rubus gyamdaensis var. glabriusculus (T.T.Yu & L.T.Lu) L.T.Lu & Boufford"
"Rubus hadracanthos","Rubus hadracanthos G.Braun"
"Rubus hadrocarpus","Rubus hadrocarpus Standl. & Steyerm."
"Rubus haesitans","Rubus haesitans Martensen & Walsemann"
"Rubus haeupleri","Rubus haeupleri H.E.Weber"
"Ania angustifolia","Ania angustifolia Lindl."
"Rubus haitiensis","Rubus haitiensis L.H.Bailey"
"Rubus hakonensis","Rubus hakonensis Franch. & Sav."
"Rubus halacsyi","Rubus halacsyi Borbás ex Halácsy"
"Rubus hallandicus","Rubus hallandicus (Gabr. ex F.Aresch.) Neuman"
"Rubus halsteadensis","Rubus halsteadensis W.C.R.Watson"
"Rubus hamatulus","Rubus hamatulus (Sabr.) Hayek"
"Rubus hamiltonii","Rubus hamiltonii Hook.fil."
"Rubus hanceanus","Rubus hanceanus Kuntze"
"Rubus hantonensis","Rubus hantonensis D.E.Allen"
"Rubus hartmanii","Rubus hartmanii Gand."
"Rubus hassicus","Rubus hassicus H.E.Weber"
"Rubus hasskarlii","Rubus hasskarlii Miq."
"Rubus hastifer","Rubus hastifer H.E.Weber"
"Rubus hastifolius","Rubus hastifolius H.Lév. & Vaniot"
"Rubus hastiformis","Rubus hastiformis W.C.R.Watson"
"Rubus hatsushimae","Rubus hatsushimae Koidz."
"Rubus hawaiensis","Rubus hawaiensis A.Gray"
"Rubus hebecarpus","Rubus hebecarpus P.J.Müll."
"Rubus hebecaulis","Rubus hebecaulis Sudre"
